event_index,timestamp,atm_id,amount,is_fraud,is_cw,risk_score,severity,confidence,mapping_confidence
523,2023-05-02 18:18:00,6ded4d28-8bc...,511.91,0,0,0.194,LOW,0.5403,0.9512
524,2023-05-02 18:19:00,7aee3f20-61f...,7398.28,0,0,0.1595,LOW,0.5873,0.9512
525,2023-05-02 18:21:00,fceef9b3-981...,691.84,0,0,0.125,LOW,0.6178,0.9512
526,2023-05-02 18:37:00,81697ea2-f5d...,389.61,0,0,0.6231,HIGH,0.6982,0.9512
527,2023-05-02 18:41:00,c991fb7a-f5c...,6107.16,0,0,0.125,LOW,0.6098,0.9512
528,2023-05-02 18:46:00,2ec2dfb2-193...,100942.8,0,0,0.1595,LOW,0.5873,0.9512
529,2023-05-02 18:49:00,bbdf6837-aab...,103261.14,0,0,0.125,LOW,0.6258,0.9512
530,2023-05-02 19:08:00,9e342a67-6e2...,466.41,0,0,0.125,LOW,0.6178,0.9512
531,2023-05-02 19:12:00,5cbba4d0-3c5...,664.74,0,0,0.125,LOW,0.6098,0.9512
532,2023-05-02 19:16:00,59684263-0e0...,713.58,0,0,0.125,LOW,0.6098,0.9512
533,2023-05-02 19:26:00,8df3fb3f-36b...,1550.58,0,0,0.125,LOW,0.6018,0.9512
534,2023-05-02 19:37:00,37d50aaa-0ca...,33791.38,0,0,0.1595,LOW,0.5873,0.9512
535,2023-05-02 19:51:00,3b1e5d03-563...,1364.45,0,0,0.125,LOW,0.6178,0.9512
536,2023-05-02 19:51:00,7af28f6a-7ed...,3881.03,0,0,0.125,LOW,0.6018,0.9512
537,2023-05-02 19:53:00,800f26bb-ab1...,9427.78,0,0,0.125,LOW,0.5938,0.9512
538,2023-05-02 19:55:00,6ded4d28-8bc...,20013.41,0,0,0.194,LOW,0.5483,0.9512
539,2023-05-02 19:57:00,7aee3f20-61f...,944.27,0,0,0.1595,LOW,0.5953,0.9512
540,2023-05-02 20:10:00,fceef9b3-981...,1000.29,0,0,0.125,LOW,0.6258,0.9512
541,2023-05-02 20:12:00,81697ea2-f5d...,11130.98,0,0,0.6049,HIGH,0.7013,0.9512
542,2023-05-02 20:16:00,c991fb7a-f5c...,561.43,0,0,0.125,LOW,0.6178,0.9512
543,2023-05-02 20:17:00,2ec2dfb2-193...,1895.85,0,0,0.1595,LOW,0.5953,0.9512
544,2023-05-02 20:17:00,bbdf6837-aab...,816.28,0,0,0.125,LOW,0.6338,0.9512
545,2023-05-02 20:20:00,9e342a67-6e2...,628.13,0,0,0.125,LOW,0.6258,0.9512
546,2023-05-02 20:22:00,5cbba4d0-3c5...,1318882.66,0,0,0.125,LOW,0.6178,0.9512
547,2023-05-02 20:28:00,59684263-0e0...,115.88,0,0,0.125,LOW,0.6178,0.9512
548,2023-05-02 20:33:00,8df3fb3f-36b...,174715.31,0,0,0.125,LOW,0.6098,0.9512
549,2023-05-02 20:35:00,37d50aaa-0ca...,1553.15,0,0,0.1595,LOW,0.5953,0.9512
550,2023-05-02 20:38:00,3b1e5d03-563...,750.33,0,0,0.125,LOW,0.6258,0.9512
551,2023-05-02 20:38:00,7af28f6a-7ed...,442.44,0,0,0.125,LOW,0.6098,0.9512
552,2023-05-02 20:39:00,81697ea2-f5d...,1000.0,0,1,0.6066,HIGH,0.701,0.9512
553,2023-05-02 20:42:00,6ded4d28-8bc...,312.05,0,0,0.194,LOW,0.5563,0.9512
554,2023-05-02 20:47:00,7aee3f20-61f...,2510.44,0,0,0.1595,LOW,0.6033,0.9512
555,2023-05-02 20:55:00,81697ea2-f5d...,5000.0,0,1,0.6082,HIGH,0.7008,0.9512
556,2023-05-02 21:00:00,81697ea2-f5d...,871.3,0,0,0.6082,HIGH,0.7008,0.9512
557,2023-05-02 21:02:00,c991fb7a-f5c...,1280.57,0,0,0.125,LOW,0.6258,0.9512
558,2023-05-02 21:03:00,81697ea2-f5d...,2000.0,0,1,0.6097,HIGH,0.7006,0.9512
559,2023-05-02 21:10:00,bbdf6837-aab...,712.07,0,0,0.125,LOW,0.6418,0.9512
560,2023-05-02 21:13:00,9e342a67-6e2...,323.35,0,0,0.125,LOW,0.6338,0.9512
561,2023-05-02 21:20:00,5cbba4d0-3c5...,4549.85,0,0,0.125,LOW,0.6258,0.9512
562,2023-05-02 21:34:00,59684263-0e0...,10896.6,0,0,0.125,LOW,0.6258,0.9512
563,2023-05-02 21:35:00,8df3fb3f-36b...,3114.09,0,0,0.125,LOW,0.6178,0.9512
564,2023-05-02 21:35:00,37d50aaa-0ca...,6563.9,0,0,0.1595,LOW,0.6033,0.9512
565,2023-05-02 21:39:00,3b1e5d03-563...,2339.33,0,0,0.125,LOW,0.6338,0.9512
566,2023-05-02 21:43:00,7af28f6a-7ed...,284.42,0,0,0.125,LOW,0.6178,0.9512
567,2023-05-02 21:45:00,800f26bb-ab1...,2138.11,0,0,0.125,LOW,0.6018,0.9512
568,2023-05-02 22:04:00,81697ea2-f5d...,1000.0,0,1,0.6562,HIGH,0.7003,0.9512
569,2023-05-02 22:10:00,7aee3f20-61f...,1109.74,0,0,0.2045,LOW,0.6113,0.9512
570,2023-05-02 22:13:00,fceef9b3-981...,1736.92,0,0,0.17,LOW,0.6338,0.9512
571,2023-05-02 22:19:00,81697ea2-f5d...,1460.87,0,0,0.6562,HIGH,0.7003,0.9512
572,2023-05-02 22:21:00,c991fb7a-f5c...,26799.32,0,0,0.17,LOW,0.6338,0.9512
573,2023-05-02 22:23:00,2ec2dfb2-193...,1377.41,0,0,0.2045,LOW,0.6033,0.9512
574,2023-05-02 22:32:00,bbdf6837-aab...,334.2,0,0,0.17,LOW,0.6498,0.9512
575,2023-05-02 22:38:00,9e342a67-6e2...,5945.73,0,0,0.17,LOW,0.6418,0.9512
576,2023-05-02 22:43:00,5cbba4d0-3c5...,53169.89,0,0,0.17,LOW,0.6338,0.9512
577,2023-05-02 22:45:00,59684263-0e0...,26132.2,0,0,0.17,LOW,0.6338,0.9512
578,2023-05-02 22:53:00,8df3fb3f-36b...,117.69,0,0,0.17,LOW,0.6258,0.9512
579,2023-05-02 22:56:00,37d50aaa-0ca...,2713.67,0,0,0.2045,LOW,0.6113,0.9512
580,2023-05-02 23:06:00,81697ea2-f5d...,500.0,0,1,0.6576,HIGH,0.7001,0.9512
581,2023-05-02 23:07:00,7af28f6a-7ed...,146.12,0,0,0.17,LOW,0.6258,0.9512
582,2023-05-02 23:07:00,800f26bb-ab1...,21813.77,0,0,0.17,LOW,0.6098,0.9512
583,2023-05-02 23:07:00,6ded4d28-8bc...,175872.12,0,0,0.239,LOW,0.5643,0.9512
584,2023-05-02 23:13:00,7aee3f20-61f...,419.48,0,0,0.2045,LOW,0.6193,0.9512
585,2023-05-02 23:13:00,fceef9b3-981...,6662.28,0,0,0.17,LOW,0.6418,0.9512
586,2023-05-02 23:18:00,81697ea2-f5d...,51835.93,0,0,0.6576,HIGH,0.7001,0.9512
587,2023-05-02 23:18:00,c991fb7a-f5c...,23458.89,0,0,0.17,LOW,0.6418,0.9512
588,2023-05-02 23:19:00,2ec2dfb2-193...,248.96,0,0,0.2045,LOW,0.6113,0.9512
589,2023-05-02 23:25:00,bbdf6837-aab...,212.33,0,0,0.17,LOW,0.6578,0.9512
590,2023-05-02 23:30:00,9e342a67-6e2...,4378.31,0,0,0.17,LOW,0.6498,0.9512
591,2023-05-02 23:31:00,5cbba4d0-3c5...,255981.99,0,0,0.17,LOW,0.6418,0.9512
592,2023-05-02 23:35:00,59684263-0e0...,609.3,0,0,0.17,LOW,0.6418,0.9512
593,2023-05-02 23:39:00,8df3fb3f-36b...,6404.44,0,0,0.17,LOW,0.6338,0.9512
594,2023-05-02 23:40:00,37d50aaa-0ca...,1080.51,0,0,0.2045,LOW,0.6193,0.9512
595,2023-05-02 23:43:00,3b1e5d03-563...,2234.57,0,0,0.17,LOW,0.6418,0.9512
596,2023-05-02 23:49:00,7af28f6a-7ed...,9776.27,0,0,0.17,LOW,0.6338,0.9512
597,2023-05-02 23:51:00,800f26bb-ab1...,1588.57,0,0,0.17,LOW,0.6178,0.9512
598,2023-05-02 23:57:00,81697ea2-f5d...,2000.0,0,1,0.6536,HIGH,0.7007,0.9512
599,2023-05-02 23:59:00,7aee3f20-61f...,2610.93,0,0,0.2045,LOW,0.6273,0.9512
600,2023-05-03 00:00:00,fceef9b3-981...,543.39,0,0,0.17,LOW,0.6498,0.9512
601,2023-05-03 00:05:00,81697ea2-f5d...,122.43,0,0,0.6509,HIGH,0.7011,0.9512
602,2023-05-03 00:25:00,c991fb7a-f5c...,1305.63,0,0,0.17,LOW,0.6498,0.9512
603,2023-05-03 00:33:00,2ec2dfb2-193...,11902.74,0,0,0.2045,LOW,0.6193,0.9512
604,2023-05-03 00:33:00,81697ea2-f5d...,5000.0,0,1,0.6498,HIGH,0.7013,0.9512
605,2023-05-03 00:36:00,9e342a67-6e2...,614591.24,0,0,0.17,LOW,0.6578,0.9512
606,2023-05-03 00:37:00,5cbba4d0-3c5...,412.72,0,0,0.17,LOW,0.6498,0.9512
607,2023-05-03 00:38:00,59684263-0e0...,6377.8,0,0,0.17,LOW,0.6498,0.9512
608,2023-05-03 00:49:00,8df3fb3f-36b...,6762.41,0,0,0.17,LOW,0.6418,0.9512
609,2023-05-03 00:51:00,37d50aaa-0ca...,628853.76,0,0,0.2045,LOW,0.6273,0.9512
610,2023-05-03 01:02:00,3b1e5d03-563...,42965.75,0,0,0.17,LOW,0.6498,0.9512
611,2023-05-03 01:02:00,81697ea2-f5d...,1000.0,0,1,0.6486,HIGH,0.7014,0.9512
612,2023-05-03 01:04:00,800f26bb-ab1...,2645.74,0,0,0.17,LOW,0.6258,0.9512
613,2023-05-03 01:04:00,6ded4d28-8bc...,258.37,0,0,0.239,LOW,0.5723,0.9512
614,2023-05-03 01:11:00,7aee3f20-61f...,92944.21,0,0,0.2045,LOW,0.6353,0.9512
615,2023-05-03 01:15:00,fceef9b3-981...,788.6,0,0,0.17,LOW,0.6578,0.9512
616,2023-05-03 01:17:00,81697ea2-f5d...,135495.41,0,0,0.6486,HIGH,0.7014,0.9512
617,2023-05-03 01:17:00,c991fb7a-f5c...,2243.14,0,0,0.17,LOW,0.6578,0.9512
618,2023-05-03 01:22:00,2ec2dfb2-193...,575.85,0,0,0.2045,LOW,0.6273,0.9512
619,2023-05-03 01:24:00,bbdf6837-aab...,3556.47,0,0,0.17,LOW,0.6658,0.9512
620,2023-05-03 01:27:00,9e342a67-6e2...,279.36,0,0,0.17,LOW,0.6658,0.9512
621,2023-05-03 01:28:00,81697ea2-f5d...,500.0,0,1,0.6501,HIGH,0.7012,0.9512
622,2023-05-03 01:31:00,59684263-0e0...,130.72,0,0,0.17,LOW,0.6578,0.9512
623,2023-05-03 01:40:00,8df3fb3f-36b...,1188.44,0,0,0.17,LOW,0.6498,0.9512
624,2023-05-03 01:44:00,37d50aaa-0ca...,49127.11,0,0,0.2045,LOW,0.6353,0.9512
625,2023-05-03 01:44:00,3b1e5d03-563...,9694.81,0,0,0.17,LOW,0.6578,0.9512
626,2023-05-03 01:46:00,7af28f6a-7ed...,1294.26,0,0,0.17,LOW,0.6418,0.9512
627,2023-05-03 01:49:00,81697ea2-f5d...,5000.0,0,1,0.6515,HIGH,0.701,0.9512
628,2023-05-03 01:58:00,6ded4d28-8bc...,332.52,0,0,0.239,LOW,0.5803,0.9512
629,2023-05-03 02:04:00,7aee3f20-61f...,2296.07,0,0,0.2045,LOW,0.6433,0.9512
630,2023-05-03 02:04:00,fceef9b3-981...,943.51,0,0,0.17,LOW,0.6658,0.9512
631,2023-05-03 02:09:00,81697ea2-f5d...,39898.66,0,0,0.6515,HIGH,0.701,0.9512
632,2023-05-03 02:10:00,c991fb7a-f5c...,5079.31,0,0,0.17,LOW,0.6658,0.9512
633,2023-05-03 02:17:00,81697ea2-f5d...,5000.0,0,1,0.6529,HIGH,0.7008,0.9512
634,2023-05-03 02:19:00,bbdf6837-aab...,2918.75,0,0,0.17,LOW,0.6738,0.9512
635,2023-05-03 02:28:00,81697ea2-f5d...,5000.0,0,1,0.6542,HIGH,0.7006,0.9512
636,2023-05-03 02:30:00,5cbba4d0-3c5...,934.9,0,0,0.17,LOW,0.6578,0.9512
637,2023-05-03 02:33:00,59684263-0e0...,253.71,0,0,0.17,LOW,0.6658,0.9512
638,2023-05-03 02:33:00,8df3fb3f-36b...,1467.41,0,0,0.17,LOW,0.6578,0.9512
639,2023-05-03 02:36:00,37d50aaa-0ca...,2438.39,0,0,0.2045,LOW,0.6433,0.9512
640,2023-05-03 02:42:00,3b1e5d03-563...,1016.07,0,0,0.17,LOW,0.6658,0.9512
641,2023-05-03 02:47:00,7af28f6a-7ed...,428.19,0,0,0.17,LOW,0.6498,0.9512
642,2023-05-03 02:50:00,800f26bb-ab1...,16158.48,0,0,0.17,LOW,0.6338,0.9512
643,2023-05-03 02:58:00,6ded4d28-8bc...,1584.56,0,0,0.239,LOW,0.5883,0.9512
644,2023-05-03 02:59:00,7aee3f20-61f...,8772.66,0,0,0.2045,LOW,0.6513,0.9512
645,2023-05-03 03:10:00,fceef9b3-981...,286815.82,0,0,0.17,LOW,0.6738,0.9512
646,2023-05-03 03:14:00,81697ea2-f5d...,2441.02,0,0,0.6518,HIGH,0.701,0.9512
647,2023-05-03 03:15:00,c991fb7a-f5c...,3133.78,0,0,0.17,LOW,0.6738,0.9512
648,2023-05-03 03:19:00,2ec2dfb2-193...,523.45,0,0,0.2045,LOW,0.6353,0.9512
649,2023-05-03 03:25:00,bbdf6837-aab...,2969.1,0,0,0.17,LOW,0.6818,0.9512
650,2023-05-03 03:27:00,9e342a67-6e2...,448.44,0,0,0.17,LOW,0.6738,0.9512
651,2023-05-03 03:34:00,5cbba4d0-3c5...,3922.54,0,0,0.17,LOW,0.6658,0.9512
652,2023-05-03 03:38:00,59684263-0e0...,283990.85,0,0,0.17,LOW,0.6738,0.9512
653,2023-05-03 03:41:00,8df3fb3f-36b...,2576.58,0,0,0.17,LOW,0.6658,0.9512
654,2023-05-03 03:41:00,37d50aaa-0ca...,639852.06,0,0,0.2045,LOW,0.6513,0.9512
655,2023-05-03 03:44:00,3b1e5d03-563...,18335.22,0,0,0.17,LOW,0.6738,0.9512
656,2023-05-03 03:49:00,7af28f6a-7ed...,32820.47,0,0,0.17,LOW,0.6578,0.9512
657,2023-05-03 03:52:00,800f26bb-ab1...,539.35,0,0,0.17,LOW,0.6418,0.9512
658,2023-05-03 03:54:00,6ded4d28-8bc...,442.33,0,0,0.239,LOW,0.5963,0.9512
659,2023-05-03 03:56:00,7aee3f20-61f...,128.62,0,0,0.2045,LOW,0.6593,0.9512
660,2023-05-03 04:09:00,fceef9b3-981...,1574.17,0,0,0.17,LOW,0.6818,0.9512
661,2023-05-03 04:10:00,81697ea2-f5d...,3054.59,0,0,0.6518,HIGH,0.701,0.9512
662,2023-05-03 04:18:00,c991fb7a-f5c...,341.11,0,0,0.17,LOW,0.6818,0.9512
663,2023-05-03 04:23:00,2ec2dfb2-193...,466.49,0,0,0.2045,LOW,0.6433,0.9512
664,2023-05-03 04:24:00,bbdf6837-aab...,48646.64,0,0,0.17,LOW,0.6898,0.9512
665,2023-05-03 04:28:00,9e342a67-6e2...,1882.32,0,0,0.17,LOW,0.6818,0.9512
666,2023-05-03 04:33:00,81697ea2-f5d...,2000.0,0,1,0.6531,HIGH,0.7008,0.9512
667,2023-05-03 04:33:00,59684263-0e0...,92.91,0,0,0.17,LOW,0.6818,0.9512
668,2023-05-03 04:34:00,8df3fb3f-36b...,1620.69,0,0,0.17,LOW,0.6738,0.9512
669,2023-05-03 04:36:00,37d50aaa-0ca...,12900.54,0,0,0.2045,LOW,0.6593,0.9512
670,2023-05-03 04:38:00,3b1e5d03-563...,531.24,0,0,0.17,LOW,0.6818,0.9512
671,2023-05-03 04:48:00,81697ea2-f5d...,2000.0,0,1,0.6543,HIGH,0.7006,0.9512
672,2023-05-03 04:50:00,800f26bb-ab1...,32353.37,0,0,0.17,LOW,0.6498,0.9512
673,2023-05-03 04:57:00,6ded4d28-8bc...,3418.22,0,0,0.239,LOW,0.6043,0.9512
674,2023-05-03 04:57:00,7aee3f20-61f...,130637.26,0,0,0.2045,LOW,0.6673,0.9512
675,2023-05-03 05:06:00,fceef9b3-981...,510.8,0,0,0.125,LOW,0.6898,0.9512
676,2023-05-03 05:16:00,81697ea2-f5d...,3000.0,0,1,0.6106,HIGH,0.7004,0.9512
677,2023-05-03 05:18:00,81697ea2-f5d...,10000.0,0,1,0.6117,HIGH,0.7002,0.9512
678,2023-05-03 05:19:00,81697ea2-f5d...,500.0,0,1,0.6129,HIGH,0.7001,0.9512
679,2023-05-03 05:30:00,81697ea2-f5d...,2000.0,0,1,0.6096,HIGH,0.7006,0.9512
680,2023-05-03 05:37:00,9e342a67-6e2...,2318.02,0,0,0.125,LOW,0.6898,0.9512
681,2023-05-03 05:37:00,81697ea2-f5d...,1000.0,0,1,0.6108,HIGH,0.7004,0.9512
682,2023-05-03 05:40:00,59684263-0e0...,226.49,0,0,0.125,LOW,0.6898,0.9512
683,2023-05-03 05:41:00,8df3fb3f-36b...,1873.35,0,0,0.125,LOW,0.6818,0.9512
684,2023-05-03 05:47:00,37d50aaa-0ca...,868.18,0,0,0.1595,LOW,0.6673,0.9512
685,2023-05-03 05:51:00,3b1e5d03-563...,317.42,0,0,0.125,LOW,0.6898,0.9512
686,2023-05-03 05:53:00,7af28f6a-7ed...,1089.89,0,0,0.125,LOW,0.6658,0.9512
687,2023-05-03 05:54:00,800f26bb-ab1...,175.38,0,0,0.125,LOW,0.6578,0.9512
688,2023-05-03 05:58:00,6ded4d28-8bc...,2384.1,0,0,0.194,LOW,0.6123,0.9512
689,2023-05-03 05:58:00,7aee3f20-61f...,16392.41,0,0,0.1595,LOW,0.6753,0.9512
690,2023-05-03 05:59:00,fceef9b3-981...,68.67,0,0,0.125,LOW,0.6978,0.9512
691,2023-05-03 06:06:00,81697ea2-f5d...,5850.41,0,0,0.6108,HIGH,0.7004,0.9512
692,2023-05-03 06:08:00,c991fb7a-f5c...,2697.34,0,0,0.125,LOW,0.6898,0.9512
693,2023-05-03 06:08:00,2ec2dfb2-193...,2913.18,0,0,0.1595,LOW,0.6513,0.9512
694,2023-05-03 06:27:00,bbdf6837-aab...,1465.2,0,0,0.125,LOW,0.6978,0.9512
695,2023-05-03 06:37:00,9e342a67-6e2...,8520.08,0,0,0.125,LOW,0.6978,0.9512
696,2023-05-03 06:39:00,5cbba4d0-3c5...,1816.33,0,0,0.125,LOW,0.6738,0.9512
697,2023-05-03 06:48:00,59684263-0e0...,171.33,0,0,0.125,LOW,0.6978,0.9512
698,2023-05-03 06:49:00,8df3fb3f-36b...,434.59,0,0,0.125,LOW,0.6898,0.9512
699,2023-05-03 06:50:00,37d50aaa-0ca...,59551.49,1,0,0.2769,LOW,0.8564,0.9512
700,2023-05-03 06:53:00,3b1e5d03-563...,221290.9,0,0,0.125,LOW,0.6978,0.9512
701,2023-05-03 06:53:00,81697ea2-f5d...,2000.0,0,1,0.6119,HIGH,0.7002,0.9512
702,2023-05-03 07:03:00,800f26bb-ab1...,736.6,0,0,0.125,LOW,0.6658,0.9512
703,2023-05-03 07:03:00,6ded4d28-8bc...,191.08,0,0,0.194,LOW,0.6203,0.9512
704,2023-05-03 07:04:00,81697ea2-f5d...,1000.0,0,1,0.613,HIGH,0.7,0.9512
705,2023-05-03 07:06:00,fceef9b3-981...,5870.38,0,0,0.125,LOW,0.7058,0.9512
706,2023-05-03 07:08:00,81697ea2-f5d...,888.96,0,0,0.613,HIGH,0.7,0.9512
707,2023-05-03 07:12:00,c991fb7a-f5c...,61665.7,0,0,0.125,LOW,0.6978,0.9512
708,2023-05-03 07:14:00,2ec2dfb2-193...,5581.83,0,0,0.1595,LOW,0.6593,0.9512
709,2023-05-03 07:28:00,81697ea2-f5d...,5000.0,0,1,0.614,HIGH,0.6999,0.9512
710,2023-05-03 07:30:00,9e342a67-6e2...,15951.9,0,0,0.125,LOW,0.7058,0.9512
711,2023-05-03 07:30:00,5cbba4d0-3c5...,649.46,0,0,0.125,LOW,0.6818,0.9512
712,2023-05-03 07:36:00,81697ea2-f5d...,5000.0,0,1,0.615,HIGH,0.6997,0.9512
713,2023-05-03 07:39:00,8df3fb3f-36b...,101802.51,0,0,0.125,LOW,0.6978,0.9512
714,2023-05-03 07:45:00,37d50aaa-0ca...,724.39,0,0,0.194,LOW,0.6603,0.9512
715,2023-05-03 07:57:00,3b1e5d03-563...,4540.19,0,0,0.125,LOW,0.7058,0.9512
716,2023-05-03 08:07:00,7af28f6a-7ed...,1399.37,0,0,0.125,LOW,0.6738,0.9512
717,2023-05-03 08:11:00,800f26bb-ab1...,271.52,0,0,0.125,LOW,0.6738,0.9512
718,2023-05-03 08:17:00,6ded4d28-8bc...,10591.56,1,0,0.3114,MEDIUM,0.8114,0.9512
719,2023-05-03 08:31:00,81697ea2-f5d...,5000.0,0,1,0.616,HIGH,0.6995,0.9512
720,2023-05-03 08:31:00,81697ea2-f5d...,5000.0,0,1,0.617,HIGH,0.6994,0.9512
721,2023-05-03 08:34:00,81697ea2-f5d...,1291.92,0,0,0.617,HIGH,0.6994,0.9512
722,2023-05-03 08:39:00,c991fb7a-f5c...,377.55,0,0,0.125,LOW,0.7058,0.9512
723,2023-05-03 08:47:00,2ec2dfb2-193...,1564.76,0,0,0.1595,LOW,0.6673,0.9512
724,2023-05-03 08:48:00,81697ea2-f5d...,500.0,0,1,0.6179,HIGH,0.6992,0.9512
725,2023-05-03 08:49:00,9e342a67-6e2...,567.93,0,0,0.125,LOW,0.7138,0.9512
726,2023-05-03 08:58:00,5cbba4d0-3c5...,968.5,0,0,0.125,LOW,0.6898,0.9512
727,2023-05-03 09:03:00,59684263-0e0...,11266.88,0,0,0.125,LOW,0.7058,0.9512
728,2023-05-03 09:05:00,8df3fb3f-36b...,8919.1,0,0,0.125,LOW,0.7058,0.9512
729,2023-05-03 09:08:00,37d50aaa-0ca...,364.69,0,0,0.194,LOW,0.6683,0.9512
730,2023-05-03 09:09:00,3b1e5d03-563...,1002.91,0,0,0.125,LOW,0.7138,0.9512
731,2023-05-03 09:09:00,81697ea2-f5d...,3000.0,0,1,0.6188,HIGH,0.699,0.9512
732,2023-05-03 09:10:00,800f26bb-ab1...,484.25,0,0,0.125,LOW,0.6818,0.9512
733,2023-05-03 09:14:00,6ded4d28-8bc...,3286.51,0,0,0.2285,LOW,0.6132,0.9512
734,2023-05-03 09:19:00,7aee3f20-61f...,373.36,0,0,0.1595,LOW,0.6833,0.9512
735,2023-05-03 09:24:00,fceef9b3-981...,1553.7,0,0,0.125,LOW,0.7138,0.9512
736,2023-05-03 09:24:00,81697ea2-f5d...,170240.18,0,0,0.6188,HIGH,0.699,0.9512
737,2023-05-03 09:37:00,c991fb7a-f5c...,14176.39,0,0,0.125,LOW,0.7138,0.9512
738,2023-05-03 09:38:00,2ec2dfb2-193...,53905.93,0,0,0.1595,LOW,0.6753,0.9512
739,2023-05-03 09:41:00,bbdf6837-aab...,4483.17,0,0,0.125,LOW,0.7058,0.9512
740,2023-05-03 09:50:00,9e342a67-6e2...,7647.93,0,0,0.125,LOW,0.7218,0.9512
741,2023-05-03 09:53:00,5cbba4d0-3c5...,3599.29,0,0,0.125,LOW,0.6978,0.9512
742,2023-05-03 09:55:00,59684263-0e0...,8049.38,0,0,0.125,LOW,0.7138,0.9512
743,2023-05-03 09:56:00,8df3fb3f-36b...,560.4,0,0,0.125,LOW,0.7138,0.9512
744,2023-05-03 09:56:00,37d50aaa-0ca...,1752.71,0,0,0.194,LOW,0.6763,0.9512
745,2023-05-03 10:02:00,3b1e5d03-563...,5245.86,0,0,0.125,LOW,0.7218,0.9512
746,2023-05-03 10:06:00,7af28f6a-7ed...,8455.37,0,0,0.125,LOW,0.6818,0.9512
747,2023-05-03 10:12:00,81697ea2-f5d...,500.0,0,1,0.6197,HIGH,0.6989,0.9512
748,2023-05-03 10:15:00,6ded4d28-8bc...,7938.71,0,0,0.2285,LOW,0.6212,0.9512
749,2023-05-03 10:25:00,7aee3f20-61f...,546.39,0,0,0.1595,LOW,0.6913,0.9512
750,2023-05-03 10:25:00,fceef9b3-981...,1060.05,0,0,0.125,LOW,0.7218,0.9512
751,2023-05-03 10:37:00,81697ea2-f5d...,2632.51,0,0,0.6178,HIGH,0.6992,0.9512
752,2023-05-03 10:37:00,c991fb7a-f5c...,37136.69,0,0,0.125,LOW,0.7218,0.9512
753,2023-05-03 10:43:00,2ec2dfb2-193...,5479.97,0,0,0.1595,LOW,0.6833,0.9512
754,2023-05-03 10:43:00,bbdf6837-aab...,2273.95,0,0,0.125,LOW,0.7138,0.9512
755,2023-05-03 10:43:00,9e342a67-6e2...,185.5,0,0,0.125,LOW,0.7298,0.9512
756,2023-05-03 10:50:00,5cbba4d0-3c5...,392.81,0,0,0.125,LOW,0.7058,0.9512
757,2023-05-03 10:50:00,59684263-0e0...,3766.81,0,0,0.125,LOW,0.7218,0.9512
758,2023-05-03 10:51:00,8df3fb3f-36b...,710.12,0,0,0.125,LOW,0.7218,0.9512
759,2023-05-03 10:56:00,37d50aaa-0ca...,152.34,0,0,0.194,LOW,0.6843,0.9512
760,2023-05-03 10:59:00,3b1e5d03-563...,1442.05,0,0,0.125,LOW,0.7298,0.9512
761,2023-05-03 11:03:00,7af28f6a-7ed...,1633.76,0,0,0.125,LOW,0.6898,0.9512
762,2023-05-03 11:08:00,800f26bb-ab1...,592.23,0,0,0.125,LOW,0.6898,0.9512
763,2023-05-03 11:09:00,6ded4d28-8bc...,774.6,0,0,0.2285,LOW,0.6292,0.9512
764,2023-05-03 11:14:00,7aee3f20-61f...,336794.67,0,0,0.1595,LOW,0.6993,0.9512
765,2023-05-03 11:17:00,fceef9b3-981...,139.15,0,0,0.125,LOW,0.7298,0.9512
766,2023-05-03 11:27:00,81697ea2-f5d...,613.53,0,0,0.6159,HIGH,0.6995,0.9512
767,2023-05-03 11:27:00,c991fb7a-f5c...,960.2,0,0,0.125,LOW,0.7298,0.9512
768,2023-05-03 11:34:00,2ec2dfb2-193...,16561.08,0,0,0.1595,LOW,0.6913,0.9512
769,2023-05-03 11:39:00,81697ea2-f5d...,3000.0,0,1,0.6168,HIGH,0.6994,0.9512
770,2023-05-03 11:45:00,9e342a67-6e2...,83375.67,0,0,0.125,LOW,0.7378,0.9512
771,2023-05-03 11:52:00,5cbba4d0-3c5...,681.07,0,0,0.125,LOW,0.7138,0.9512
772,2023-05-03 11:54:00,59684263-0e0...,1525.19,0,0,0.125,LOW,0.7298,0.9512
773,2023-05-03 11:55:00,8df3fb3f-36b...,179544.01,0,0,0.125,LOW,0.7298,0.9512
774,2023-05-03 12:03:00,37d50aaa-0ca...,959.23,0,0,0.194,LOW,0.6923,0.9512
775,2023-05-03 12:07:00,3b1e5d03-563...,567.39,0,0,0.125,LOW,0.7378,0.9512
776,2023-05-03 12:16:00,7af28f6a-7ed...,5100.52,0,0,0.125,LOW,0.6978,0.9512
777,2023-05-03 12:22:00,800f26bb-ab1...,2497.13,0,0,0.125,LOW,0.6978,0.9512
778,2023-05-03 12:30:00,81697ea2-f5d...,1000.0,0,1,0.6177,HIGH,0.6992,0.9512
779,2023-05-03 12:36:00,7aee3f20-61f...,102.73,0,0,0.1595,LOW,0.7073,0.9512
780,2023-05-03 12:40:00,fceef9b3-981...,89580.05,0,0,0.125,LOW,0.7378,0.9512
781,2023-05-03 12:50:00,81697ea2-f5d...,399.16,0,0,0.6158,HIGH,0.6996,0.9512
782,2023-05-03 13:07:00,c991fb7a-f5c...,127.98,0,0,0.125,LOW,0.7378,0.9512
783,2023-05-03 13:11:00,2ec2dfb2-193...,149675.64,0,0,0.1595,LOW,0.6993,0.9512
